review_text,aspect_triplets,new_triplets,reasoning
"Kesinlikle gitmeyin, muamele cok kotu.","[('muamele', 'SERVICE#GENERAL', 'negative')]","[['muamele', 'SERVICE#GENERAL', 'negative']]","Yalnızca kötü muamele belirtilmiş, mevcut etiket doğru."
Kesinlikle tavsiye etmiyorum.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]",Explicit negative recommendation about restaurant.
Kesinlikle verdiğim puanı hakeden bir mekan.,"[('mekan', 'RESTAURANT#GENERAL', 'positive')]","[['mekan', 'RESTAURANT#GENERAL', 'positive']]",Mekan genel olarak olumlu değerlendirilmiş.
"Keyifli bir ortam ve cok da kalabalik degildi, tavsiye edilir","[('ortam', 'AMBIENCE#GENERAL', 'positive')]","[['ortam', 'AMBIENCE#GENERAL', 'positive'], ['kalabalik', 'AMBIENCE#GENERAL', 'positive']]","Ortam keyifli ve kalabalık değil, ikisi de olumlu ambiyans."
Keyifli bir yer.,"[('yer', 'RESTAURANT#GENERAL', 'positive')]","[['yer', 'RESTAURANT#GENERAL', 'positive']]","Yer için pozitif duygu, genel restoran değerlendirmesi."
Keyifli vakit geçirirsiniz emin olun.,"[('vakit geçirirsiniz', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]",Genel restoran deneyimi olumlu; başka detay yok.
"Ki bana gore bir mekanda olmasi gereken en onemli ozellik ""hizmet kalitesi"" En buyuk kurtaricisi lokasyon ve muhtesem bogaz manzarasi!","[('bogaz manzarasi', 'AMBIENCE#GENERAL', 'positive'), ('hizmet kalitesi', 'SERVICE#GENERAL', 'negative'), ('lokasyon', 'LOCATION#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"Kirli, iyi yıkanmamış bardakla çay servisi.","[('çay servisi', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Unterminated string starting at: line 3 column 6 (char 27)
Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik.,"[('Kirmizi limonata', 'DRINKS#QUALITY', 'positive'), ('limon vitamin', 'DRINKS#QUALITY', 'positive')]","[['Kirmizi limonata', 'DRINKS#QUALITY', 'positive'], ['limon vitamin', 'DRINKS#QUALITY', 'positive']]","Review states love for both drinks, indicating positive sentiment."
Kis aylarinda tercih sebebi - Özellikle kisin bu kütük evde sahlep içmek oldukça güzeldir.,"[('sahlep', 'AMBIENCE#GENERAL', 'positive'), ('kütük evde', 'AMBIENCE#GENERAL', 'positive')]","[['sahlep', 'DRINKS#QUALITY', 'positive'], ['kütük evde', 'AMBIENCE#GENERAL', 'positive']]","Sahlep içecek kalitesi, kütük ev atmosferi için olumlu."
"Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe.","[('cafe', 'RESTAURANT#GENERAL', 'positive'), ('bahçesi', 'AMBIENCE#GENERAL', 'positive'), ('açik büfe kahvaltisi', 'FOOD#STYLE_OPTIONS', 'positive')]","[['cafe', 'RESTAURANT#GENERAL', 'positive'], ['iç kismi', 'AMBIENCE#GENERAL', 'positive'], ['bahçesi', 'AMBIENCE#GENERAL', 'positive'], ['açik büfe kahvaltisi', 'FOOD#QUALITY', 'positive']]",Interior and garden ambience positive; breakfast buffet variety positive; restoran geneli olumlu.
Kişi başı 60 liraya rakınız ve mezelerinizle güzel bir akşam geçirmeniz garanti.,"[('Kişi başı', 'RESTAURANT#PRICES', 'positive'), ('mezelerinizle', 'FOOD#QUALITY', 'positive')]","[['Kişi başı', 'RESTAURANT#PRICES', 'positive'], ['mezelerinizle', 'FOOD#QUALITY', 'positive'], ['rakınız', 'DRINKS#QUALITY', 'positive']]","Rakı ve mezelerin kalitesine atıf yapılıyor, fiyat olumlu. Eksik içecek etiketi eklendi."
Klasik dondurma spesiyalleri ve tatlililari var.,"[('dondurma spesiyalleri ve tatlililari', 'FOOD#STYLE_OPTIONS', 'neutral')]","[['Klasik dondurma spesiyalleri ve tatlililari', 'FOOD#QUALITY', 'neutral']]","Metinde bu ürünlerin var olduğu belirtilmiş, duygu ifade edilmemiş."
"Klasik rakı-balık-fasıl üçlemesinden sıkılan, ve mezelere odaklanmak isteyenler için en iyi alternatif.","[('mezelere', 'FOOD#QUALITY', 'positive')]","[['mezelere', 'FOOD#QUALITY', 'positive']]",Review praises appetizers as best alternative for those tired of classic trio.
Kofteleri de cok cok mukemmel degil.,"[('Kofteleri', 'FOOD#QUALITY', 'neutral')]","[['Kofteleri', 'FOOD#QUALITY', 'negative']]","'Mukemmel degil' negatif ifade, mevcut nötr etiket hatalı."
Koftenin hicbir ozelligi yok.,"[('Koftenin', 'FOOD#QUALITY', 'negative')]","[['Koftenin', 'FOOD#QUALITY', 'negative']]",Mevcut etiket doğru: 'hicbir ozelligi yok' ifadesi olumsuz yemek kalitesini belirtiyor.
"Konum itibariyle cok guzel yerde, manzarasi enfes.","[('manzarasi', 'AMBIENCE#GENERAL', 'positive'), ('Konum', 'LOCATION#GENERAL', 'positive')]","[['Konum', 'RESTAURANT#GENERAL', 'positive'], ['manzarasi', 'AMBIENCE#GENERAL', 'positive']]","Konum için RESTAURANT#GENERAL, manzara için AMBIENCE#GENERAL, ikisi olumlu."
Konum olarak aslinda çok güzel bir yerde.,"[('Konum', 'LOCATION#GENERAL', 'positive')]","[['Konum', 'AMBIENCE#GENERAL', 'positive']]","Location praised as nice, mapped to AMBIENCE."
"Konum olaral harika , lezzet olarak iyi ancak gerçekten servis her gidişimde aynı kötülükte hiç ödün vermiyorlar bu konuda.","[('lezzet', 'FOOD#QUALITY', 'positive'), ('Konum', 'LOCATION#GENERAL', 'positive'), ('servis', 'SERVICE#GENERAL', 'negative')]","[['Konum', 'RESTAURANT#GENERAL', 'positive'], ['lezzet', 'FOOD#QUALITY', 'positive'], ['servis', 'SERVICE#GENERAL', 'negative']]",Konum kategorisi RESTAURANT#GENERAL olarak düzeltildi; lezzet ve servis aynı.
Koşuyolunun en iyilerinden kirpi en çok diyet yapanların sevdiği bir mekan çünkü menüsü sağlıklı beslenmeye uygun.,"[('menüsü', 'FOOD#STYLE_OPTIONS', 'positive'), ('iyilerinden', 'RESTAURANT#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Kuaförü de çok ucuz ve iyi ayrica.,"[('Kuaförü', 'RESTAURANT#MISCELLANEOUS', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Kulbasti ve ozellikle ev yapimi sufleyi tavsiye ediyorum.,"[('ev yapimi sufleyi', 'FOOD#QUALITY', 'positive'), ('Kulbasti', 'FOOD#QUALITY', 'positive')]","[['Kulbasti', 'FOOD#QUALITY', 'positive'], ['ev yapimi sufleyi', 'FOOD#QUALITY', 'positive']]","Metinde her iki yemeğin tavsiye edildiği belirtilmiş, olumlu."
Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar.,"[('hamuru', 'FOOD#QUALITY', 'positive'), ('malzemeler', 'FOOD#QUALITY', 'neutral')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Kuru fasulye için gidilir.,"[('Kuru fasulye', 'FOOD#QUALITY', 'positive')]","[['Kuru fasulye', 'FOOD#QUALITY', 'positive']]","Review implies the dish is the main reason to visit, indicating positive quality."
"Kuru fasulyenin lezzetine diyecek söz yok, fiyatlar da makul sayılır ancak mekan düğün salonundan bozma.","[('mekan', 'AMBIENCE#GENERAL', 'negative'), ('Kuru fasulyenin lezzetine', 'FOOD#QUALITY', 'positive'), ('fiyatlar', 'RESTAURANT#PRICES', 'positive')]","[['Kuru fasulyenin lezzetine', 'FOOD#QUALITY', 'positive'], ['fiyatlar', 'RESTAURANT#PRICES', 'positive'], ['mekan', 'AMBIENCE#GENERAL', 'negative']]","Lezzet olumlu, fiyatlar makul, ambiyans olumsuz."
Kuru fasulyesi lezzetli.,"[('Kuru fasulyesi', 'FOOD#QUALITY', 'positive')]","[['Kuru fasulyesi', 'FOOD#QUALITY', 'positive']]","Sadece yemek kalitesi belirtilmiş, pozitif."
Kuru fasülye için tercih etmek gerek diye düsünülsede tereyagli pilavi çok daha dogal.,"[('tereyagli pilavi', 'FOOD#QUALITY', 'positive')]","[['tereyagli pilavi', 'FOOD#QUALITY', 'positive']]","Tereyağlı pilav doğal olarak nitelendirilmiş, olumlu."
Kuru hakikaten lezzetli ama içindeki yagin margarin oldugunu hissediyorum.,"[('Kuru', 'FOOD#QUALITY', 'positive'), ('içindeki yagin', 'FOOD#QUALITY', 'negative')]","[['Kuru', 'FOOD#QUALITY', 'positive'], ['içindeki yagin', 'FOOD#QUALITY', 'negative']]",Review has positive taste for 'Kuru' and negative oil quality (margarine). Both evident.
Kurucesmede olmasına rağmen pek bir derme catma mekan.,"[('mekan', 'AMBIENCE#GENERAL', 'negative')]","[['mekan', 'AMBIENCE#GENERAL', 'negative']]","Mekanın derme çatma olduğu belirtilmiş, olumsuz atmosfer yorumu."
Kurufasulye ve Sütlaç - Sürekli gittigim yerlerden biri.,"[('Kurufasulye ve Sütlaç', 'FOOD#QUALITY', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]",Review implies positive restaurant experience without explicit food quality mention.
Kurufasülye ne kadar değişik olabilir demeyin Bizce Kuru'da yediğim kurufasulyeden gelen hafif şekerli tat beni kendine hayran bıraktı resmen.,"[('Kurufasülye', 'FOOD#QUALITY', 'positive'), ('tat', 'FOOD#QUALITY', 'positive')]","[['Kurufasülye', 'FOOD#QUALITY', 'positive'], ['tat', 'FOOD#QUALITY', 'positive']]",Kurufasulye'nin hafif şekerli tadı olumlu değerlendirilmiş
Kuzu sisleri ve lahmacunlari guzeldi...,"[('Kuzu sisleri ve lahmacunlari', 'FOOD#QUALITY', 'positive')]","[['Kuzu sisleri ve lahmacunlari', 'FOOD#QUALITY', 'positive']]","Single mention of food quality, positive sentiment."
Köfteleri de lezzetli.,"[('Köfteleri', 'FOOD#QUALITY', 'positive')]","[['Köfteleri', 'FOOD#QUALITY', 'positive']]",Explicit positive evaluation of meatballs' taste.
Köftesi de kaliteli.,"[('Köftesi', 'FOOD#QUALITY', 'positive')]","[['Köftesi', 'FOOD#QUALITY', 'positive']]","Açıkça köftenin kalitesinden bahsediliyor, olumlu."
Köprü altı yerleri gibi kalamar koydular önümüze.,"[('kalamar', 'FOOD#QUALITY', 'negative')]","[['kalamar', 'FOOD#QUALITY', 'negative']]",Tek duygu/odak olan kalamar kalitesi negatif.
Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.,"[('Kül tablalarının', 'SERVICE#GENERAL', 'negative')]","[['Kül tablalarının', 'AMBIENCE#GENERAL', 'negative']]",Dolu ve pis kül tablaları ortam hijyeniyle ilgili negatif tutum.
Künefesi düsündügümden güzelmis.,"[('Künefesi', 'FOOD#QUALITY', 'positive')]","[['Künefesi', 'FOOD#QUALITY', 'positive']]",Review expresses positive surprise about künefe taste.
Küçük şirin bir konsepte sahip.,"[('konsepte', 'AMBIENCE#GENERAL', 'positive')]","[['konsepte', 'AMBIENCE#GENERAL', 'positive']]",Doğru etiket: küçük şirin konsepte pozitif ambience.
Kısacası berbat.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]",Review expresses general negative sentiment about the restaurant.
Kısacası manzarası için gidilebilinir bir yer sadece .,"[('yer', 'RESTAURANT#GENERAL', 'negative'), ('manzarası', 'AMBIENCE#GENERAL', 'positive')]","[['yer', 'RESTAURANT#GENERAL', 'negative'], ['manzarası', 'AMBIENCE#GENERAL', 'positive']]","Review implies restaurant is only for view, so restaurant negative, view positive."
Kısıklı'ya yakın olan mekanın Şatobiryan isimli etini deneyin.,"[('Şatobiryan isimli etini', 'FOOD#QUALITY', 'positive')]","[['Şatobiryan isimli etini', 'FOOD#QUALITY', 'positive']]",Recommendation to try the dish implies positive quality.
"Kız kulesi karşısında eşşsiz bir manzara , meşhur olduktan sonra tabiki her yer gibi lezzet kalitesi düşüyor.","[('lezzet kalitesi', 'FOOD#QUALITY', 'negative'), ('manzara', 'AMBIENCE#GENERAL', 'positive')]","[['manzara', 'AMBIENCE#GENERAL', 'positive'], ['lezzet kalitesi', 'FOOD#QUALITY', 'negative']]",Review mentions manzara positively and lezzet kalitesi negatively. No other aspects.
Kış aylarında içeride oturmanızı öneririm dekorasyon ve ortam keyif veriyor...,"[('dekorasyon ve ortam', 'AMBIENCE#GENERAL', 'positive')]","[['dekorasyon ve ortam', 'AMBIENCE#GENERAL', 'positive']]",Metinde sadece dekorasyon ve ortam pozitif olarak geçiyor.
"Kış aylarında içerideki sıcak ve loş ışıklı ortamında güzel yemekler yiyebilir, yazın da dışarıda o harika çilekli magnoliasından tadabilirsiniz.","[('ortamında', 'AMBIENCE#GENERAL', 'positive'), ('yemekler', 'FOOD#QUALITY', 'positive'), ('çilekli magnoliasından', 'FOOD#QUALITY', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Kışın daha çok tercih edilebilecek bir yer ama yazın da gidilir gidilmesine.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'neutral']]","Yer genel olarak kışın daha iyi, yazın da idare eder. Nötr."
Lacivert beni kalitesinin dusukluguyle cok sasirtti,"[('kalitesinin', 'RESTAURANT#GENERAL', 'negative')]","[['kalitesinin', 'RESTAURANT#GENERAL', 'negative']]","Review explicitly states low quality of restaurant, negative sentiment."
Lahmacun döner burger pide ve köfte çesitleri mevcut.,"[('çesitleri', 'FOOD#STYLE_OPTIONS', 'positive')]","[['çesitleri', 'FOOD#STYLE_OPTIONS', 'neutral']]","Review lists available items without positive/negative sentiment, so neutral."
Lakin bir kez soğuk gelen çorbayı garsona söylediğimde hiç oralı olmadı.,"[('garsona', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Unterminated string starting at: line 3 column 17 (char 38)
Lezzet disinda degerlendirirsek hem dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyifli bir mekan,"[('ic alani', 'AMBIENCE#GENERAL', 'positive'), ('dis alani bahcesiyle', 'AMBIENCE#GENERAL', 'positive'), ('mekan', 'AMBIENCE#GENERAL', 'positive')]","[['ic alani', 'AMBIENCE#GENERAL', 'positive'], ['dis alani bahcesiyle', 'AMBIENCE#GENERAL', 'positive'], ['mekan', 'AMBIENCE#GENERAL', 'positive']]",Review highlights outdoor and indoor ambiance as positive; no other aspects mentioned.
Lezzet eh iste.,"[('Lezzet', 'FOOD#QUALITY', 'neutral')]","[['Lezzet', 'FOOD#QUALITY', 'neutral']]",Review expresses neutral sentiment about taste.
"Lezzet iyi ama fiyatla orantili degil ,Porsiyonlar az,personel iyi .","[('personel', 'SERVICE#GENERAL', 'positive'), ('Porsiyonlar', 'FOOD#STYLE_OPTIONS', 'negative'), ('fiyatla', 'FOOD#PRICES', 'negative'), ('Lezzet', 'FOOD#QUALITY', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Lezzet konusunda da aman aman bir lezzeti yoktu.,"[('Lezzet', 'FOOD#QUALITY', 'neutral')]","[['Lezzet', 'FOOD#QUALITY', 'negative']]","Review states 'aman aman bir lezzeti yoktu' implying lack of great taste, indicating negative sentiment."
Lezzet ortalama.,"[('Lezzet', 'FOOD#QUALITY', 'neutral')]","[['Lezzet', 'FOOD#QUALITY', 'neutral']]","Review explicitly states 'ortalama' (average), indicating neutral food quality."
Lezzet sıfır.,"[('Lezzet', 'FOOD#QUALITY', 'negative')]","[['Lezzet', 'FOOD#QUALITY', 'negative']]","Lezzet sıfır = taste zero, clearly negative for food quality."
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar.","[('fiyatlar', 'RESTAURANT#PRICES', 'positive'), ('yemekler', 'FOOD#QUALITY', 'positive'), ('ortam', 'AMBIENCE#GENERAL', 'positive')]","[['yemekler', 'FOOD#QUALITY', 'positive'], ['ortam', 'AMBIENCE#GENERAL', 'positive'], ['fiyatlar', 'RESTAURANT#PRICES', 'positive']]",Her üç özellik de metinde açıkça belirtilmiş ve olumlu duygu taşıyor.
Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler.,"[('nane yapragi', 'DRINKS#STYLE_OPTIONS', 'negative')]","[['nane yapragi', 'DRINKS#QUALITY', 'negative']]","Mint leaf advertised but not available, negative quality aspect."
"Limonatasi kocaman ve lezzetliydi, ""ayvalik tostu""nu yeniden yorumlayarak tamamen farkli bir hale getirmisler, fena degildi.","[('Limonatasi', 'DRINKS#STYLE_OPTIONS', 'positive'), ('Limonatasi', 'DRINKS#QUALITY', 'positive'), ('ayvalik tostu', 'FOOD#QUALITY', 'neutral')]","[['Limonatasi', 'DRINKS#QUALITY', 'positive'], ['ayvalik tostu', 'FOOD#QUALITY', 'neutral']]","Limonatasi lezzetli ve büyük (positive), ayvalık tostu fena değil (neutral). Boyut için ayrı aspect yok."
Lynchburgleri çok güzel.,"[('Lynchburgleri', 'DRINKS#QUALITY', 'positive')]","[['Lynchburgleri', 'DRINKS#QUALITY', 'positive']]","Metin doğrudan içeceğin kalitesini övüyor, mevcut etiket doğru."
Maalesef son 1 senede kalitesinde ve serviste epey sıkıntılı.,"[('serviste', 'SERVICE#GENERAL', 'negative'), ('kalitesinde', 'RESTAURANT#GENERAL', 'negative')]","[['kalitesinde', 'RESTAURANT#GENERAL', 'negative'], ['serviste', 'SERVICE#GENERAL', 'negative']]","Metin kalite ve serviste sorun belirtiyor, mevcut etiketler doğru."
Machiato dediğim halde yerine espresso servis eden işletme.,"[('servis eden', 'SERVICE#GENERAL', 'negative')]","[['işletme', 'SERVICE#GENERAL', 'negative']]","Machiato isteğine rağmen espresso servis edilmesi, servis hatası ve olumsuz."
Mado'nun genel hastalıklarının bir araya gelmiş hali gibi.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['Mado', 'RESTAURANT#GENERAL', 'negative']]","Yorum, Mado'nun genel durumunu olumsuz bir benzetmeyle eleştiriyor."
"Magnolia'sı ayrı, limonatası ayrı güzel.","[(""Magnolia'sı"", 'FOOD#QUALITY', 'positive'), ('limonatası', 'DRINKS#QUALITY', 'positive')]","[[""Magnolia'sı"", 'FOOD#QUALITY', 'positive'], ['limonatası', 'DRINKS#QUALITY', 'positive']]",Both food and drink are praised individually; existing labels are accurate.
"Makarnalardan patlicanli,zeytinli penne guzel.","[('patlicanli,zeytinli penne', 'FOOD#QUALITY', 'positive')]","[['patlicanli,zeytinli penne', 'FOOD#QUALITY', 'positive']]","Review states penne with eggplant and olive is good, indicating positive food quality."
Malesef ki sadece pazar günü brunch veren bir yer.,"[('brunch', 'FOOD#STYLE_OPTIONS', 'negative')]","[['brunch', 'FOOD#STYLE_OPTIONS', 'negative']]","Mevcut etiket doğru: brunch sadece pazar günü sunuluyor, bu olumsuz."
Malzemeden kısılmaması ve etinin lezzeti beni çok memnun etti.,"[('Malzemeden', 'FOOD#STYLE_OPTIONS', 'positive'), ('etinin lezzeti', 'FOOD#QUALITY', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Malzemeler güzel ama hamuru çok sevemedim.,"[('Malzemeler', 'FOOD#STYLE_OPTIONS', 'positive'), ('hamuru', 'FOOD#STYLE_OPTIONS', 'negative')]","[['Malzemeler', 'FOOD#QUALITY', 'positive'], ['hamuru', 'FOOD#QUALITY', 'negative']]","Ingredients positive, dough negative, both about food quality."
"Malzemesi bol, porsiyonu tam kıvamındaydı.","[('Malzemesi', 'FOOD#STYLE_OPTIONS', 'positive'), ('porsiyonu', 'FOOD#STYLE_OPTIONS', 'positive')]","[['Malzemesi', 'FOOD#QUALITY', 'positive'], ['porsiyonu', 'FOOD#QUALITY', 'positive']]",Metinde malzeme bolluğu ve uygun porsiyon övülüyor; ikisi de yemek kalitesiyle ilgili.
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.,"[('Manzara', 'AMBIENCE#GENERAL', 'positive'), ('cesit', 'FOOD#STYLE_OPTIONS', 'negative'), ('', 'RESTAURANT#PRICES', 'negative'), ('yemegi', 'FOOD#QUALITY', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"Manzara guzel servis rezalet , 3 kere soylemeden getirmiyorlar , iki kere degil 5 kere dusunun gelirken","[('Manzara', 'AMBIENCE#GENERAL', 'positive'), ('servis', 'SERVICE#GENERAL', 'negative')]","[['Manzara', 'AMBIENCE#GENERAL', 'positive'], ['servis', 'SERVICE#GENERAL', 'negative']]",Existing triplets correctly identify positive view and negative service; no missing aspects.
"Manzara güzel,yemekler güzel ama servis berbat.","[('servis', 'SERVICE#GENERAL', 'negative'), ('yemekler', 'FOOD#QUALITY', 'positive'), ('Manzara', 'AMBIENCE#GENERAL', 'positive')]","[['Manzara', 'AMBIENCE#GENERAL', 'positive'], ['yemekler', 'FOOD#QUALITY', 'positive'], ['servis', 'SERVICE#GENERAL', 'negative']]",All three aspects are correctly labeled based on explicit mentions.
Manzara güzel.,"[('Manzara', 'AMBIENCE#GENERAL', 'positive')]","[['Manzara', 'AMBIENCE#GENERAL', 'positive']]",Manzara güzel ifadesi olumlu bir atmosfer yorumu.
Manzara konum çok çok güzel.,"[('konum', 'LOCATION#GENERAL', 'positive'), ('Manzara', 'AMBIENCE#GENERAL', 'positive')]","[['konum', 'LOCATION#GENERAL', 'positive'], ['Manzara', 'AMBIENCE#GENERAL', 'positive']]",Both terms are explicitly praised; no changes needed.
Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim.,"[('servis', 'SERVICE#GENERAL', 'negative'), ('Manzara', 'AMBIENCE#GENERAL', 'positive')]","[['Manzara', 'AMBIENCE#GENERAL', 'positive'], ['servis', 'SERVICE#GENERAL', 'negative']]","View is magnificent, service not good."
"Manzara muhtesem,ortam güzel ama bir karisik köfte tabagi acili köfteyle geliyorsa,fajita da aciysa bana uygun degil.","[('ortam', 'AMBIENCE#GENERAL', 'positive'), ('fajita', 'FOOD#QUALITY', 'negative'), ('karisik köfte tabagi', 'FOOD#QUALITY', 'negative'), ('Manzara', 'AMBIENCE#GENERAL', 'positive')]","[['ortam', 'AMBIENCE#GENERAL', 'positive'], ['fajita', 'FOOD#QUALITY', 'negative'], ['karisik köfte tabagi', 'FOOD#QUALITY', 'negative'], ['Manzara', 'AMBIENCE#GENERAL', 'positive']]",Manzarave ortam pozitif; acılı yemekler kişiye uygun olmadığı için negatif.
Manzara olarak en iyi seçeneği sunmasa da lakerdası başta olmak üzere bütün mezeleri denemeye değer.,"[('Manzara', 'AMBIENCE#GENERAL', 'neutral'), ('lakerdası', 'FOOD#QUALITY', 'positive'), ('mezeleri', 'FOOD#QUALITY', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Manzara parası eklenmiş yiyeceklerin üzerine,"[('Manzara parası', 'FOOD#PRICES', 'negative')]","[['Manzara parası', 'FOOD#PRICES', 'negative']]","The review complains about an extra view fee added to food prices, indicating negative sentiment on food pricing."
Manzara sahane evet ama servis rezalet.,"[('servis', 'SERVICE#GENERAL', 'negative'), ('Manzara', 'AMBIENCE#GENERAL', 'positive')]","[['Manzara', 'AMBIENCE#GENERAL', 'positive'], ['servis', 'SERVICE#GENERAL', 'negative']]",Mevcut etiketler doğru; ekleme veya düzeltme gerekmez.
Manzara satıyor burada da.,"[('satıyor', 'RESTAURANT#GENERAL', 'negative'), ('Manzara', 'AMBIENCE#GENERAL', 'positive')]","[['Manzara', 'AMBIENCE#GENERAL', 'positive']]",Only explicit target is 'Manzara' with positive sentiment; 'satıyor' is not a valid aspect target.
Manzara severlere...,"[('Manzara', 'AMBIENCE#GENERAL', 'positive')]","[['Manzara', 'AMBIENCE#GENERAL', 'positive']]","Metin manzara severlere hitap ediyor, olumlu atmosfer ima ediyor."
Manzara'ya tabikide yıldızlı 5 !,"[(""Manzara'ya"", 'AMBIENCE#GENERAL', 'positive')]","[[""Manzara'ya"", 'AMBIENCE#GENERAL', 'positive']]","Review only mentions positive view, no other aspects."
Manzaradan kurtaran bir mekan.,"[('Manzaradan', 'AMBIENCE#GENERAL', 'positive'), ('mekan', 'RESTAURANT#GENERAL', 'negative')]","[['Manzaradan', 'AMBIENCE#GENERAL', 'negative'], ['mekan', 'RESTAURANT#GENERAL', 'positive']]","Manzaradan kurtaran implies bad view (ambience negative), place saves so positive for restaurant general."
Manzaranin ekmegini yiyorlar.,"[('', 'RESTAURANT#GENERAL', 'negative'), ('Manzaranin', 'AMBIENCE#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review implies exploitation of view, criticizing overall restaurant quality."
Manzarasi cok güzel.,"[('Manzarasi', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarasi', 'AMBIENCE#GENERAL', 'positive']]",Manzarasi açıkça ambiyansla ilgili ve 'çok güzel' ifadesi olumlu.
Manzarasi da ayrica güzeldir.,"[('Manzarasi', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarasi', 'AMBIENCE#GENERAL', 'positive']]","Manzarasi (view) explicitly mentioned as güzel (beautiful), so positive ambience aspect."
"Manzarasi disinda tirt, sunumu da berbat gercekten.","[('sunumu', 'SERVICE#GENERAL', 'negative'), ('', 'RESTAURANT#GENERAL', 'negative'), ('Manzarasi', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarasi', 'AMBIENCE#GENERAL', 'positive'], ['', 'RESTAURANT#GENERAL', 'negative'], ['sunumu', 'FOOD#QUALITY', 'negative']]",Manzarasi positive; overall negative; sunumu (food presentation) negative.
"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok.","[('Manzarasi', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarasi', 'AMBIENCE#GENERAL', 'positive']]","Yalnızca manzara olumlu vurgulanmış, diğer yönler nötr."
Manzarasi için giderim diyorsaniz denenebilir.,"[('Manzarasi', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarasi', 'AMBIENCE#GENERAL', 'positive']]","View mentioned as reason to visit, implies positive sentiment."
Manzarasi mukkemmel denize sifir olmasi sebebiyle.,"[('Manzarasi', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarasi', 'AMBIENCE#GENERAL', 'positive']]",Manzarasi mukkemmel ifadesi olumlu atmosfer belirtir.
Manzarasi sakinlestirir ve huzur verir.,"[('Manzarasi', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarasi', 'AMBIENCE#GENERAL', 'positive']]",Manzarasi sakinleştirir ve huzur verir ifadesi manzaranın pozitif etkisini belirtir.
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.","[('Manzarasi ve dizayni', 'AMBIENCE#GENERAL', 'positive'), ('porsiyonlar', 'FOOD#STYLE_OPTIONS', 'negative'), ('garsonlar', 'SERVICE#GENERAL', 'negative'), ('', 'RESTAURANT#PRICES', 'negative')]",[],JSON_ERROR: Unterminated string starting at: line 3 column 30 (char 51)
